Бумага,ISIN,"Текущий купон, %","Индикативная цена, %","Индикативная доходность, %","G-spread, бп",Ликвидность,Уровень ликвидности,"Δ индикатив. цены за 1 день, %","Δ индикатив. цены за 1 неделю, %","Δ индикатив. цены за 1 месяц, %","Δ индикатив. цены за 3 месяца, %","Дюрация, дней",Модифицированная дюрация,Оферта (call),"Срок до погашения, лет",Погашение,Страна,Эмитент,SPV,Сектор,Отрасль,Валюта,Статус,Купон,Периодичность купона,Тип ставки,Вид облигации,Непогаш. ном.,Рейтинг эмитента АКРА,Рейтинг эмитента Эксперт РА,Рейтинг эмитента НКР,Рейтинг эмитента НРА,Начало размещения,Окончание размещения,Дата торгов
"Sber CIB, CIB-CO-EQ-001S-21",RU000A109HE2,,"138,00",,,4,средняя,"0,00","0,00","23,24","24,83",,,,,19.04.2027,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,11.04.2025,14.04.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-22",RU000A109HF9,,,,,,,,,,,,,,,11.04.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,04.04.2025,07.04.2025,
"Sber CIB, CIB-CO-EQ-001S-23",RU000A109HG7,,,,,,,,,,,,,,,26.04.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,26.03.2025,27.03.2025,
"Sber CIB, CIB-CO-EQ-001S-24",RU000A109HH5,,"83,90",,,0,низкая,"0,00","0,00","0,00","0,00",,,,,28.04.2027,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,30.04.2025,05.05.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-25",RU000A109HJ1,,"106,50",,,4,средняя,"1,14","0,47",,,,,,,28.04.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,30.04.2025,05.05.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-26",RU000A109HK9,,"107,35",,,0,низкая,"-0,05","0,28",,"7,24",,,,,06.05.2026,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,29.04.2025,30.04.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-27",RU000A109HL7,,"90,00",,,2,низкая,,"0,01",,"-16,47",,,,,28.04.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,21.04.2025,22.04.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-28",RU000A109HM5,,"82,58",,,4,средняя,"0,05","3,62",,"-8,29",,,,,10.05.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,30.04.2025,05.05.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-29",RU000A109HN3,,"90,30",,,0,низкая,"0,28",,"-6,13","6,61",,,,,22.05.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,14.05.2025,15.05.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-30",RU000A109HP8,,,,,,,,,,,,,,,03.06.2027,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,27.11.2024,29.11.2024,
"Sber CIB, CIB-CO-EQ-001S-31",RU000A109HQ6,,"140,90",,,0,низкая,"0,07","0,28","1,73",,,,,,05.03.2026,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,27.02.2025,28.02.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-33",RU000A109HS2,,"139,40",,,0,низкая,"0,22","0,72","2,20",,,,,,26.03.2026,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,Ставки купонов устанавливаются по итогам букбилдинга / конкурса по купону или определяются эмитентом в существенных фактах / эмиссионных документах,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,20.03.2025,21.03.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-34",RU000A109HT0,,"9,30",,,0,низкая,"1,09","-2,11","-4,12",,,,,,24.03.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,25.03.2025,26.03.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-35",RU000A10AJS1,,"102,35",,,4,средняя,,,,,,,,,07.07.2027,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,29.05.2025,30.05.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-37",RU000A10AJU7,,"98,20","0,766","-1 428,63",0,низкая,,,,"-4,66","869,00","2,36",,"2,38",23.06.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,16.06.2025,17.06.2025,05.02.2026
"Sber CIB, CIB-CO-EQ-001S-38",RU000A10AJV5,,"116,30",,,0,низкая,"0,61","0,09","3,47",,,,,,08.06.2026,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,30.05.2025,02.06.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-39",RU000A10AJW3,,"91,00",,,0,низкая,"0,39",,,,,,,,06.06.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,30.05.2025,02.06.2025,13.02.2026
"Sber CIB, CIB-CO-EQ-001S-40",RU000A10AJX1,"0,010","96,51","2,742","-1 164,25",4,средняя,"0,00","0,00","5,71","5,71","481,00","1,28",,"1,32",23.06.2027,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,16.06.2025,17.06.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-41",RU000A10AJY9,,"98,39",,,0,низкая,"0,00","0,00","-3,44","5,57",,,,,27.06.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,20.06.2025,23.06.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-43",RU000A10AK00,,"92,10","6,256","-814,41",4,средняя,"0,00","0,00",,,"495,00","1,28",,"1,36",07.07.2027,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,30.06.2025,01.07.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-44",RU000A10AK18,,"92,26","3,486","-1 118,06",4,средняя,"5,92","0,01","0,39","11,82","858,00","2,27",,"2,35",04.07.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,27.06.2025,30.06.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-45",RU000A10AK26,,"10,90",,,0,низкая,"0,93","-2,68","-6,84",,,,,,07.04.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,10.04.2025,11.04.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-46",RU000A10AK34,,"88,40",,,4,средняя,"0,00","0,00",,,,,,,22.07.2027,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,15.07.2025,16.07.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-47",RU000A10AK42,,"94,80","12,380","-170,40",0,низкая,,,,,"167,00","0,41",,"0,46",22.07.2026,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,15.07.2025,16.07.2025,05.02.2026
"Sber CIB, CIB-CO-EQ-001S-48",RU000A10AK59,,"95,20",,,0,низкая,,,,"-1,45",,,,,09.08.2027,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,31.07.2025,01.08.2025,05.02.2026
"Sber CIB, CIB-CO-EQ-001S-49",RU000A10AK67,,"95,95","1,718","-1 296,18",4,средняя,"-0,47","-0,01","-1,08","-5,62","886,00","2,39",,"2,43",01.08.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,25.07.2025,28.07.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-50",RU000A10AK75,,"88,17","9,094","-534,12",4,средняя,"0,00","0,00","8,85","11,85","528,00","1,33",,"1,45",09.08.2027,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,31.07.2025,01.08.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-51",RU000A10AK83,,"93,02","3,005","-1 167,71",0,низкая,"0,00","0,00","0,00","8,54","892,00","2,37",,"2,44",07.08.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,31.07.2025,01.08.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-53",RU000A10AKA7,,"86,80","5,862","-920,79",0,низкая,,,,,"907,00","2,35",,"2,48",31.07.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,24.07.2025,25.07.2025,05.02.2026
"Sber CIB, CIB-CO-EQ-001S-54",RU000A10AKB5,,"103,52","-15,495","-2 913,14",3,низкая,"-0,72","0,74","4,00","6,49","75,00","0,24",,"0,21",13.05.2026,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,06.08.2025,07.08.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-55",RU000A10AKC3,,"100,90","-0,360","-1 504,82",4,средняя,"0,40",,"-4,08","-0,30","906,00","2,49",,"2,48",21.08.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,14.08.2025,15.08.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-56",RU000A10AKD1,,"17,70",,,0,низкая,"0,00","-3,28","3,51",,,,,,24.02.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,16.05.2025,19.05.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-57",RU000A10AKE9,,"10,10","173,075","15 841,97",0,низкая,"1,00","-2,88","-9,01",,"833,00","0,84",,"2,28",09.06.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,11.06.2025,16.06.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-58",RU000A10AKF6,,"84,50",,,4,средняя,"0,00","0,00","-1,74","-1,74",,,,,30.08.2027,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,22.08.2025,25.08.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-59",RU000A10AKG4,,"85,60","6,539","-814,49",0,низкая,"0,47","-0,23","-6,24","-3,60","896,00","2,30",,"2,45",11.08.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,04.08.2025,05.08.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-60",RU000A10AKH2,,"90,10","4,223","-1 047,07",4,средняя,"1,01","0,33",,"-0,17","920,00","2,42",,"2,52",04.09.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,28.08.2025,29.08.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-62",RU000A10AKK6,,"96,60","2,293","-1 251,05",0,низкая,,,,"-1,23","557,00","1,49",,"1,53",16.08.2027,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,08.08.2025,11.08.2025,05.02.2026
"Sber CIB, CIB-CO-EQ-001S-64",RU000A10AKM2,,"87,70","8,736","-574,10",0,низкая,"0,00","0,00","0,00","-3,73","572,00","1,44",,"1,57",22.09.2027,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,15.09.2025,16.09.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-65",RU000A10AKN0,,"93,72","2,587","-1 210,95",0,низкая,"0,00","0,00","0,00","1,98","927,00","2,48",,"2,54",11.09.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,03.09.2025,04.09.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-66",RU000A10AKP5,,"92,30","5,181","-930,23",0,низкая,"0,76","1,65","0,33","6,95","579,00","1,51",,"1,59",29.09.2027,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,22.09.2025,23.09.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-67",RU000A10AKQ3,,"89,40","4,476","-1 022,26",0,низкая,"1,02","0,34","1,71","0,56","934,00","2,45",,"2,56",18.09.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,11.09.2025,12.09.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-68",RU000A10AKR1,,"98,40","15,856","216,83",0,низкая,,,,"2,18","40,00","0,09",,"0,11",17.03.2026,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,09.09.2025,10.09.2025,05.02.2026
"Sber CIB, CIB-CO-EQ-001S-69",RU000A10AKS9,,"5,88","16 244,071","1 623 012,22",3,низкая,,"-0,42",,"-2,81","203,00","0,00",,"0,56",18.09.2026,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,11.09.2025,11.09.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-70",RU000A10AKT7,,"96,70","1,314","-1 338,59",0,низкая,"0,00","0,00","3,42","3,42","938,00","2,54",,"2,57",22.09.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,15.09.2025,16.09.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-72",RU000A10AKV3,,"91,40","5,537","-932,20",0,низкая,,,,"0,00","609,00","1,58",,"1,67",07.10.2027,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,30.09.2025,01.10.2025,05.02.2026
"Sber CIB, CIB-CO-EQ-001S-75",RU000A10AKY7,,"108,70","-12,817","-2 680,45",4,средняя,"0,74","1,40",,"8,37","222,00","0,70",,"0,61",07.10.2026,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,30.09.2025,01.10.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-76",RU000A10AKZ4,,"97,09",,,4,средняя,"0,00","0,00","0,51","3,29",,,,,22.10.2027,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Купонные,"1 000,000000",AAA(RU),ruAAA,,,16.10.2025,17.10.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-77",RU000A10AL09,,"97,60","1,436","-1 343,67",0,низкая,,,,"1,04","622,00","1,68",,"1,70",20.10.2027,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,13.10.2025,14.10.2025,05.02.2026
"Sber CIB, CIB-CO-EQ-001S-78",RU000A10AL17,,"98,10","1,098","-1 379,24",0,низкая,,,,,"641,00","1,74",,"1,76",08.11.2027,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,31.10.2025,01.11.2025,05.02.2026
"Sber CIB, CIB-CO-EQ-001S-79",RU000A10AL25,,"98,70","0,491","-1 422,29",0,низкая,"-0,20","0,30","-3,89","-2,28","976,00","2,66",,"2,67",30.10.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,22.10.2025,23.10.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-81",RU000A10AL41,,,,,,,,,,,,,,,03.08.2026,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,Ставки купонов устанавливаются по итогам букбилдинга / конкурса по купону или определяются эмитентом в существенных фактах / эмиссионных документах,,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,29.07.2025,30.07.2025,
"Sber CIB, CIB-CO-EQ-001S-82",RU000A10AL58,,"5,80","643,583","62 915,89",0,низкая,"0,00","-4,92","-4,92",,"518,00","0,19",,"1,42",30.07.2027,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,30.07.2025,31.07.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-83",RU000A10AL66,"0,010","6,00","0,167",,0,низкая,"0,00","-3,23","-9,09",,,,,"1,94",04.02.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,1 купон - 0.01% годовых.,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,06.08.2025,07.08.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-84",RU000A10AL74,,"5,50","337,762","32 317,28",0,низкая,"0,00","-3,51","-9,84",,"717,00","0,45",,"1,96",14.02.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,14.08.2025,15.08.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-85",RU000A10AL82,,"85,10","6,716","-797,19",0,низкая,"-0,12","-0,93","0,71",,"906,00","2,33",,"2,48",21.08.2028,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,18.08.2025,19.08.2025,27.02.2026
"Sber CIB, CIB-CO-EQ-001S-86",RU000A10AL90,,"6,30","552,490","53 804,52",0,низкая,"-1,56","-7,35","-3,08",,"538,00","0,23",,"1,47",19.08.2027,Россия,Sber CIB,,Корпоративный,Финансовые рынки,RUB,В обращении,0%,1,Фиксированная,Дисконтные,"1 000,000000",AAA(RU),ruAAA,,,19.08.2025,20.08.2025,27.02.2026
